school,year,SDI,good_school
Oasis,2023,0.6681214166265721,0
Opera Estate,2023,-0.13506083948593522,0
Palm View,2023,-0.6696436202381223,0
Park View,2023,-0.6153767060756428,0
Pasir Ris,2023,0.8978013353803335,1
Paya Lebar Methodist Girls’,2023,0.7759524377279907,0
Pei Chun Public,2023,1.056974311537862,1
Pei Hwa Presbyterian,2023,1.1397832044241953,1
Pei Tong,2023,-1.2149923689034898,0
Peiying,2023,-0.815247731065791,0
Poi Ching,2023,1.1787678867592353,1
Princess Elizabeth,2023,1.3424549511055603,1
Punggol,2023,0.7314260374333803,0
Punggol Cove,2023,-0.580732567508363,0
Punggol Green,2023,0.9057855873408185,1
Punggol View,2023,-0.24018622379886795,0
Qifa,2023,0.7026220571026296,0
Qihua,2023,-0.7822940863200578,0
Queenstown,2023,0.2650722146752119,0
Radin Mas,2023,0.8655312782057325,1
Raffles Girls’,2023,0.765188419000306,0
Red Swastika,2023,1.1413349669172657,1
River Valley,2023,0.7785335759581371,0
Riverside,2023,0.8163905771399336,0
Rivervale,2023,0.9211441586666494,1
Rosyth,2023,1.3050490434040922,1
Rulang,2023,1.2341595906338645,1
Sembawang,2023,0.16584741766369426,0
Seng Kang,2023,-1.2513433590043017,0
Sengkang Green,2023,0.9390440464470583,1
Shuqun,2023,0.869723143552622,1
Si Ling,2023,-1.0571329476500435,0
Singapore Chinese Girls’,2023,0.8387708104216081,0
South View,2023,1.3043270895308585,1
Springdale,2023,-0.24380398697134775,0
St. Andrew’s Junior,2023,0.7629621404904826,0
St. Anthony’s,2023,0.7434066832581901,0
St. Anthony’s Canossian,2023,-0.9871826155805528,0
St. Gabriel’s,2023,-0.23441493380764816,0
St. Hilda’s,2023,1.3280894935478313,1
St. Joseph’s Institution Junior,2023,1.0398907174255085,1
St. Margaret’s,2023,0.09268367825027887,0
St. Stephen’s,2023,-0.7195390091928934,0
Tampines,2023,0.16378298866577928,0
Tampines North,2023,-0.8847535661208747,0
Tanjong Katong,2023,0.7669027041764165,0
Tao Nan,2023,1.3002110133967604,1
Teck Ghee,2023,-0.09756928686192093,0
Teck Whye,2023,-1.219168339503642,0
Telok Kurau,2023,-0.815247731065791,0
Temasek,2023,1.0112209245669481,1
Townsville,2023,-0.9789656011741307,0
Unity,2023,-0.7313032380192229,0
Valour,2023,0.285612299979402,0
Waterway,2023,0.033820155417301184,0
Wellington,2023,0.7056758637294466,0
West Grove,2023,-0.41574992092540886,0
West Spring,2023,0.6856877915299568,0
West View,2023,-0.7216607039701691,0
Westwood,2023,0.8059402203273635,0
White Sands,2023,0.698500727385934,0
Woodgrove,2023,0.432925811748601,0
Woodlands,2023,0.3914441719738212,0
Woodlands Ring,2023,-0.7286715229561951,0
Xinghua,2023,-1.165338454902138,0
Xingnan,2023,-0.9348525980741182,0
Xinmin,2023,0.8893901324457067,1
Xishan,2023,-0.8339641049065132,0
Yangzheng,2023,0.8758738643378985,1
Yew Tee,2023,-0.8159657648253493,0
Yio Chu Kang,2023,-1.1057327063530369,0
Yishun,2023,-0.8309277191268227,0
Yu Neng,2023,0.8343118343913194,0
Yuhua,2023,-1.2094438372844727,0
Yumin,2023,-1.426978679416068,0
Zhangde,2023,-0.268135235863717,0
Zhenghua,2023,-0.6592390786225961,0
Zhonghua,2023,-1.3138007148838304,0
Admiralty,2024,0.944260223705091,1
Ahmad Ibrahim,2024,-1.150787048728792,0
Ai Tong,2024,1.2592235165930277,1
Alexandra,2024,0.794385184613167,0
Anchor Green,2024,-1.1252858443215763,0
Anderson,2024,0.7460359440014729,0
Ang Mo Kio,2024,-0.7830284012800264,0
Anglo-Chinese (Junior),2024,1.026522619255749,1
Anglo-Chinese (Primary),2024,0.9915353759219512,1
Angsana,2024,0.36305904846342585,0
Beacon,2024,-0.8475117374879002,0
Bedok Green,2024,-0.9347915041271497,0
Bendemeer,2024,-1.0666545297560635,0
Blangah Rise,2024,-1.1564231686165185,0
Boon Lay Garden,2024,-0.9841362103623761,0
Bukit Panjang,2024,1.0192080616740702,1
Bukit Timah,2024,-0.6779234799458002,0
Bukit View,2024,-1.0087155805862982,0
CHIJ (Katong),2024,-0.7018383903593653,0
CHIJ (Kellock),2024,-0.7919563155213969,0
CHIJ (Toa Payoh),2024,1.1949087732914867,1
CHIJ Our Lady Queen of Peace,2024,-0.6601024381447534,0
CHIJ Our Lady of Good Counsel,2024,-0.5497158087881374,0
CHIJ Our Lady of the Nativity,2024,0.7602906587193858,0
CHIJ St. Nicholas Girls’,2024,1.0925933576231892,1
Canberra,2024,0.7446288797107811,0
Canossa Catholic,2024,-0.4286253451619064,0
Cantonment,2024,-1.0737682778233408,0
Casuarina,2024,-0.7344104943296689,0
Catholic High,2024,1.04205264944546,1
Cedar,2024,-0.8633932267332707,0
Changkat,2024,-0.956612809772857,0
Chongfu,2024,1.3740460483826304,1
Chongzheng,2024,0.754091883480189,0
Chua Chu Kang,2024,0.7858939641550522,0
Clementi,2024,-0.827012751066734,0
Compassvale,2024,0.8015763832897695,0
Concord,2024,-0.4671465042319469,0
Corporation,2024,-1.0429631005212565,0
Damai,2024,-0.9878662510139977,0
Dazhong,2024,-0.058623506058258945,0
De La Salle,2024,-0.23754024466622342,0
East Spring,2024,-0.8284413213675869,0
Edgefield,2024,-1.1134601330586755,0
Elias Park,2024,0.8114004038732661,0
Endeavour,2024,-0.8849331964358547,0
Evergreen,2024,-0.5501291701578956,0
Fairfield Methodist,2024,1.1105665649147538,1
Farrer Park,2024,-0.9867376199715214,0
Fengshan,2024,0.5098003284097602,0
Fern Green,2024,0.42977613877490095,0
Fernvale,2024,-0.6609195621079049,0
First Toa Payoh,2024,-1.2201445652656728,0
Frontier,2024,0.9667024483211919,1
Fuchun,2024,-0.8363378654299741,0
Fuhua,2024,-0.9689070474002823,0
Gan Eng Seng,2024,-1.1881771948374613,0
Geylang Methodist,2024,-0.12436916329389613,0
Gongshang,2024,1.0253943371954577,1
Greendale,2024,-1.1292137332790908,0
Greenridge,2024,-0.8868346001489855,0
Greenwood,2024,-0.7146845340783461,0
Haig Girls’,2024,0.09568286821109664,0
Henry Park,2024,1.0581359918521533,1
Holy Innocents’,2024,1.2816515726152646,1
Hong Wen,2024,0.9094177814772882,1
Horizon,2024,0.8799665648043868,1
Hougang,2024,0.8343118343913194,0
Huamin,2024,0.8448276233963252,0
Innova,2024,0.041040476883535,0
Jiemin,2024,-0.7472071369888711,0
Jing Shan,2024,0.05077561621021863,0
Junyuan,2024,0.07852731637069978,0
Jurong,2024,-0.5907060556675611,0
Jurong West,2024,0.310817471751649,0
Keming,2024,0.8856669352815029,1
Kheng Cheng,2024,-0.10330681326499253,0
Kong Hwa,2024,1.1078606149783432,1
Kuo Chuan Presbyterian,2024,1.1043041410331866,1
Lakeside,2024,0.12367888693791249,0
Lianhua,2024,-1.27185719454544,0
Maha Bodhi,2024,0.8244159721288926,0
Maris Stella High,2024,1.0616820583125748,1
Marsiling,2024,-0.5100112479771555,0
Marymount Convent,2024,-1.0279724498080482,0
Mayflower,2024,-1.0572749607333054,0
Mee Toh,2024,0.7687316908614297,0
Meridian,2024,-1.3919367774449425,0
Methodist Girls’,2024,1.0763987195098172,1
Montfort Junior,2024,-1.0314633520406322,0
Nan Chiau,2024,1.307210678447091,1
Nan Hua,2024,1.3859344333983943,1
Nanyang,2024,1.213962119081847,1
Naval Base,2024,0.4858760571954486,0
New Town,2024,-1.1281600446281597,0
Ngee Ann,2024,0.1388690205779366,0
North Spring,2024,-0.836963843538324,0
North View,2024,0.21590583775342453,0
North Vista,2024,-0.7836919129648122,0
Northland,2024,1.0608748385682998,1
Northoaks,2024,-1.3307692823109365,0
Northshore,2024,-0.134373543549971,0
Oasis,2024,0.6782525141646342,0
Opera Estate,2024,-0.34288682415848865,0
Palm View,2024,-0.7068285636260329,0
Park View,2024,-0.7938527687001968,0
Pasir Ris,2024,1.0860359596686702,1
Paya Lebar Methodist Girls’,2024,0.8222094391701662,0
Pei Chun Public,2024,0.9673754286724836,1
Pei Hwa Presbyterian,2024,1.0556714744265108,1
Pei Tong,2024,-1.2493748901230624,0
Peiying,2024,-0.7446394028216927,0
Poi Ching,2024,1.0232229072633507,1
Princess Elizabeth,2024,1.5314964382129646,1
Punggol,2024,0.7260700118441403,0
Punggol Cove,2024,-0.8403116570249544,0
Punggol Green,2024,0.887992760293445,1
Punggol View,2024,-0.348581827130404,0
Qifa,2024,0.8577118365951104,0
Qihua,2024,-0.9792417038721022,0
Queenstown,2024,-0.08699219650057419,0
Radin Mas,2024,0.8639776005380522,0
Raffles Girls’,2024,0.8037554683503259,0
Red Swastika,2024,1.0337529002016461,1
River Valley,2024,0.736446618002083,0
Riverside,2024,0.7904352971596568,0
Rivervale,2024,0.796530353113519,0
Rosyth,2024,1.293151321095889,1
Rulang,2024,1.2724927650516,1
Sembawang,2024,0.5395678029390153,0
Seng Kang,2024,-1.0434162285475108,0
Sengkang Green,2024,0.9948929597697953,1
Shuqun,2024,0.961660312590553,1
Si Ling,2024,-0.9259103364004724,0
Singapore Chinese Girls’,2024,1.0967474641023158,1
South View,2024,1.2491147892648087,1
Springdale,2024,-0.03627403704704012,0
St. Andrew’s Junior,2024,0.8428489981283553,0
St. Anthony’s,2024,1.0662159767344084,1
St. Anthony’s Canossian,2024,-0.8486638295980623,0
St. Gabriel’s,2024,-0.25468204169981634,0
St. Hilda’s,2024,1.2977696915763395,1
St. Joseph’s Institution Junior,2024,1.0134193294906104,1
St. Margaret’s,2024,0.48659409095500705,0
St. Stephen’s,2024,-0.8155089846437906,0
Tampines,2024,0.2628771564808189,0
Tampines North,2024,-0.9834939991431013,0
Tanjong Katong,2024,0.8286726586210384,0
Tao Nan,2024,1.0779026448457267,1
Teck Ghee,2024,-0.26889433504179344,0
Teck Whye,2024,-1.2109647856414636,0
Telok Kurau,2024,-0.6841530467104389,0
Temasek,2024,0.8499306596918779,0
Townsville,2024,-1.1337476517009244,0
Unity,2024,-0.7731011815682614,0
Valour,2024,0.5444959848712563,0
Waterway,2024,0.4308675109731276,0
Wellington,2024,1.0352715331326334,1
West Grove,2024,-0.6618687783205528,0
West Spring,2024,0.7239647128750042,0
West View,2024,-0.6794581570776909,0
Westwood,2024,0.8855938016203398,1
White Sands,2024,0.43583526448288085,0
Woodgrove,2024,0.13680663583134134,0
Woodlands,2024,0.16291962914362204,0
Woodlands Ring,2024,-0.6322256964366038,0
Xinghua,2024,-1.179379394298238,0
Xingnan,2024,-0.6986486131280653,0
Xinmin,2024,0.965375935271819,1
Xishan,2024,-0.595628977680121,0
Yangzheng,2024,0.8222417356283478,0
Yew Tee,2024,-0.6847832510428962,0
Yio Chu Kang,2024,-1.0990978933248297,0
Yishun,2024,-0.9150711938184162,0
Yu Neng,2024,0.8139824044629526,0
Yuhua,2024,-1.3343743042126415,0
Yumin,2024,-1.6007808198000648,0
Zhangde,2024,0.029946766940454575,0
Zhenghua,2024,-0.5577014408681304,0
Zhonghua,2024,-1.093843332481662,0
Admiralty,2025,1.0608393314022466,1
Ahmad Ibrahim,2025,-1.154068219614988,0
Ai Tong,2025,1.2354806796162987,1
Alexandra,2025,0.7035206159100107,0
Anchor Green,2025,-1.2149923689034898,0
Anderson,2025,0.8437176956153585,0
Ang Mo Kio,2025,-0.9448792064057734,0
Anglo-Chinese (Junior),2025,1.1241178706506576,1
Anglo-Chinese (Primary),2025,1.0932255705758818,1
Angsana,2025,0.6181717137714972,0
Beacon,2025,-0.8690716045520797,0
Bedok Green,2025,-1.200020269643153,0
Bendemeer,2025,-1.0892692010359775,0
Blangah Rise,2025,-1.071167815566068,0
Boon Lay Garden,2025,-0.9929852064742504,0
Bukit Panjang,2025,0.8075231193604729,0
Bukit Timah,2025,-0.5520318766534865,0
Bukit View,2025,-0.768966627466352,0
CHIJ (Katong),2025,-0.5700818998037375,0
CHIJ (Kellock),2025,-0.7252836838887553,0
CHIJ (Toa Payoh),2025,1.1428774759569984,1
CHIJ Our Lady Queen of Peace,2025,-0.5882685894832059,0
CHIJ Our Lady of Good Counsel,2025,-0.6900096711842358,0
CHIJ Our Lady of the Nativity,2025,0.7626591048220097,0
CHIJ St. Nicholas Girls’,2025,1.1753943371954576,1
Canberra,2025,0.7635291546126391,0
Canossa Catholic,2025,-0.3446079268313361,0
Cantonment,2025,-1.00826680956123,0
Casuarina,2025,-0.7564824776273845,0
Catholic High,2025,1.1397832044241953,1
Cedar,2025,-0.8292211025402327,0
Changkat,2025,-1.105957664421926,0
Chongfu,2025,1.33945742161061,1
Chongzheng,2025,0.6770134286892587,0
Chua Chu Kang,2025,0.9392620808267458,1
Clementi,2025,-0.8494319102714007,0
Compassvale,2025,0.7513080815263274,0
Concord,2025,-0.19012980000212928,0
Corporation,2025,-1.0737682778233408,0
Dazhong,2025,-0.27603884201989454,0
De La Salle,2025,-0.5145357646015492,0
East Spring,2025,-0.8932853690089626,0
Edgefield,2025,-1.2200461129649178,0
Elias Park,2025,0.8664493440097938,0
Endeavour,2025,-0.8301822503001578,0
Evergreen,2025,-0.6094554984838407,0
Fairfield Methodist,2025,1.0999339354011917,1
Farrer Park,2025,-1.1246273984544781,0
Fengshan,2025,0.5438566397790411,0
Fern Green,2025,-0.028465358171548716,0
Fernvale,2025,-0.7587138975779851,0
First Toa Payoh,2025,-1.5337498121337454,0
Frontier,2025,1.0667115589898066,1
Fuchun,2025,-0.7313753743125129,0
Fuhua,2025,-0.9894144033937831,0
Gan Eng Seng,2025,-1.2201445652656728,0
Geylang Methodist,2025,-0.0068200534192276036,0
Gongshang,2025,1.0534447965139755,1
Greendale,2025,-1.1223141933940455,0
Greenridge,2025,-0.9072065708498513,0
Greenwood,2025,-0.5330726730397711,0
Haig Girls’,2025,-0.015041215678014488,0
Henry Park,2025,0.8701750671373079,0
Holy Innocents’,2025,1.240459465993261,1
Hong Wen,2025,1.026356246847014,1
Horizon,2025,0.8599904961846736,0
Hougang,2025,0.7454307363419839,0
Huamin,2025,0.8081454152431415,0
Innova,2025,-0.12178048498058631,0
Jiemin,2025,-0.8462328646167564,0
Jing Shan,2025,-0.08833471400465584,0
Junyuan,2025,0.012222377302193443,0
Jurong,2025,-0.8234276815637586,0
Jurong West,2025,0.5345140588775871,0
Keming,2025,0.8726106790622741,1
Kheng Cheng,2025,0.012343455753875063,0
Kong Hwa,2025,1.2385847518073287,1
Kuo Chuan Presbyterian,2025,1.1039254971850774,1
Lakeside,2025,-0.1296263223938866,0
Lianhua,2025,-1.3428655246707564,0
Maha Bodhi,2025,1.253446857570453,1
Maris Stella High,2025,1.1655957548488503,1
Marsiling,2025,-0.4779499810696176,0
Marymount Convent,2025,-0.9621800291721658,0
Mayflower,2025,-0.9533476592927118,0
Mee Toh,2025,0.8020886022684244,0
Meridian,2025,-1.0973024370684352,0
Methodist Girls’,2025,1.1793058035112851,1
Montfort Junior,2025,-1.2543030720553034,0
Nan Chiau,2025,1.3355735189733522,1
Nan Hua,2025,1.3866411870038005,1
Nanyang,2025,1.158814161610684,1
Naval Base,2025,0.6779173104743446,0
New Town,2025,-1.2879891061911573,0
Ngee Ann,2025,0.2715315328301313,0
North Spring,2025,-0.8834894751611903,0
North View,2025,0.44517985538462224,0
North Vista,2025,-0.9951830710646583,0
Northland,2025,1.3192188905328792,1
Northoaks,2025,-1.6478771865997297,0
Northshore,2025,0.14369665278868327,0
Oasis,2025,0.19676565457450487,0
Opera Estate,2025,-0.5478823440056503,0
Palm View,2025,-0.7252836838887553,0
Park View,2025,-0.8403116570249544,0
Pasir Ris,2025,0.8578167179027552,0
Paya Lebar Methodist Girls’,2025,0.973569197967797,1
Pei Chun Public,2025,1.166816412869911,1
Pei Hwa Presbyterian,2025,1.225440260659394,1
Pei Tong,2025,-1.24742395898488,0
Peiying,2025,-0.7286715229561951,0
Pioneer,2025,-0.6605980204001516,0
Poi Ching,2025,0.9799619152210477,1
Princess Elizabeth,2025,1.4854490358123047,1
Punggol,2025,0.7552369146579577,0
Punggol Cove,2025,-1.0835385052172595,0
Punggol Green,2025,0.9344803234691192,1
Punggol View,2025,-0.36434899163610185,0
Qifa,2025,0.7179971329149493,0
Qihua,2025,-0.7609449942412994,0
Queenstown,2025,0.02008445343510233,0
Radin Mas,2025,0.9674502591813707,1
Raffles Girls’,2025,0.7837716856454398,0
Red Swastika,2025,1.225440260659394,1
River Valley,2025,0.46907927344076333,0
Riverside,2025,0.8152696666859429,0
Rivervale,2025,0.742117395338044,0
Rosyth,2025,1.293760244536783,1
Rulang,2025,1.2108748385682997,1
Sembawang,2025,0.5664089051475226,0
Seng Kang,2025,-1.4271463875326449,0
Sengkang Green,2025,0.9093010838609576,1
Shuqun,2025,0.9523975999077902,1
Si Ling,2025,-1.0566737884045097,0
Singapore Chinese Girls’,2025,1.041911243796536,1
South View,2025,1.341765499715786,1
Springdale,2025,-0.36632819757420354,0
St. Andrew’s Junior,2025,0.8030550182003174,0
St. Anthony’s,2025,0.8564196931042063,0
St. Anthony’s Canossian,2025,-1.0596108666608828,0
St. Gabriel’s,2025,-0.4494823054728752,0
St. Hilda’s,2025,1.2922507224256738,1
St. Joseph’s Institution Junior,2025,1.1067913814304116,1
St. Margaret’s,2025,0.49918922957617706,0
St. Stephen’s,2025,-0.7665126676057373,0
Tampines,2025,-0.18371855413206972,0
Tampines North,2025,-0.917335977574648,0
Tanjong Katong,2025,0.8520620600195175,0
Tao Nan,2025,1.2258469378286367,1
Teck Ghee,2025,-0.6787401233181324,0
Teck Whye,2025,-1.1851502188834062,0
Telok Kurau,2025,-0.8016002191590795,0
Temasek,2025,0.9502738299333549,1
Unity,2025,-0.8444876276251065,0
Valour,2025,0.8265632766616144,0
Waterway,2025,0.6359478424216463,0
Wellington,2025,1.2014661712460057,1
West Grove,2025,-0.9367729985969888,0
West Spring,2025,0.2550271034406026,0
West View,2025,-0.7117567455582738,0
Westwood,2025,0.8112212063046743,0
White Sands,2025,0.11035937581491813,0
Woodgrove,2025,-0.04509679230889954,0
Woodlands,2025,-0.0011134820856893712,0
Woodlands Ring,2025,-0.7431941788413646,0
Xinghua,2025,-0.9084206912890285,0
Xingnan,2025,-0.7438713221483543,0
Xinmin,2025,0.8870936655764936,1
Xishan,2025,-0.767135451946913,0
Yangzheng,2025,0.9641245577672833,1
Yew Tee,2025,-0.7493158445228949,0
Yio Chu Kang,2025,-1.0968374111754795,0
Yishun,2025,-0.8096894819108857,0
Yu Neng,2025,0.8284659831572052,0
Yuhua,2025,-1.1966149822637955,0
Yumin,2025,-1.6478771865997297,0
Zhangde,2025,-0.3009334590427785,0
Zhenghua,2025,-0.5395763194131695,0
Zhonghua,2025,-1.5718297008777682,0
