,school,year,GSI,good_school_75,good_school_80,good_school_85,good_school_90
964,Frontier,2018,0.7329794363839126,1,1,0,0
965,Fuchun,2018,-0.3509592479922471,0,0,0,0
966,Fuhua,2018,-0.5159817370991905,0,0,0,0
967,Gan Eng Seng,2018,-0.6224865339138779,0,0,0,0
968,Geylang Methodist,2018,0.1283571994282826,0,0,0,0
969,Gongshang,2018,0.6468915332871509,1,0,0,0
970,Greendale,2018,-0.8748925470892344,0,0,0,0
971,Greenridge,2018,-0.3046689326338745,0,0,0,0
972,Greenwood,2018,-0.22082489277214498,0,0,0,0
974,Haig Girls',2018,-0.0021718176555042762,0,0,0,0
975,Henry Park,2018,0.7633782776242384,1,1,1,0
976,Holy Innocents',2018,0.8462054566714858,1,1,1,0
977,Hong Wen,2018,0.988405311503626,1,1,1,1
978,Horizon,2018,0.43858727162009686,0,0,0,0
979,Hougang,2018,0.5491563122849461,0,0,0,0
980,Huamin,2018,0.32578811388880996,0,0,0,0
981,Innova,2018,0.27653788266404267,0,0,0,0
982,Jiemin,2018,0.2790674097223167,0,0,0,0
983,Jing Shan,2018,0.04652485342107002,0,0,0,0
984,Junyuan,2018,0.02835515932681929,0,0,0,0
985,Jurong,2018,0.11199338746467295,0,0,0,0
986,Jurong West,2018,0.31144600547868834,0,0,0,0
988,Keming,2018,0.5796436059206319,0,0,0,0
989,Kheng Cheng,2018,0.28566941603140633,0,0,0,0
990,Kong Hwa,2018,0.9845195393752149,1,1,1,1
991,Kranji,2018,-0.94586188400888,0,0,0,0
992,Kuo Chuan Presbyterian,2018,0.7088918429824415,1,1,0,0
993,Lakeside,2018,0.5021027340828342,0,0,0,0
994,Lianhua,2018,-0.7489863405770942,0,0,0,0
995,Maha Bodhi,2018,0.9344839091893893,1,1,1,1
996,Maris Stella High,2018,0.9113154578120635,1,1,1,1
997,Marsiling,2018,-0.7883009953727836,0,0,0,0
998,Marymount Convent,2018,-0.38347139199786656,0,0,0,0
999,Mayflower,2018,-0.5830463837233646,0,0,0,0
1000,Mee Toh,2018,0.6274135119340353,1,0,0,0
1001,Meridian,2018,-0.7875792187219144,0,0,0,0
1002,Methodist Girls',2018,0.7059942797709078,1,1,0,0
1003,Montfort Junior,2018,-0.5031928095560186,0,0,0,0
1004,Nan Chiau,2018,0.8939966569536083,1,1,1,1
1005,Nan Hua,2018,1.0962409206886785,1,1,1,1
1006,Nanyang,2018,1.2591543200307502,1,1,1,1
1007,Naval Base,2018,-0.38894213886999995,0,0,0,0
1008,New Town,2018,-0.7769085378213297,0,0,0,0
1009,Ngee Ann,2018,0.5154242620826643,0,0,0,0
1010,North Spring,2018,-0.6922872037031956,0,0,0,0
1011,North View,2018,-0.01261292805988285,0,0,0,0
1012,North Vista,2018,-0.48050549805318776,0,0,0,0
1013,Northland,2018,0.8895559179635029,1,1,1,1
1014,Northoaks,2018,-0.8640587478557971,0,0,0,0
1015,Oasis,2018,-0.5452540890173162,0,0,0,0
1016,Opera Estate,2018,-0.43913871393701387,0,0,0,0
1017,Palm View,2018,-0.2154319337238247,0,0,0,0
1018,Park View,2018,-0.5804885110119561,0,0,0,0
1019,Pasir Ris,2018,0.5871699285480645,1,0,0,0
1020,Paya Lebar Methodist Girls',2018,0.5527264341793705,0,0,0,0
1021,Pei Chun Public,2018,0.9629513496390822,1,1,1,1
1022,Pei Hwa Presbyterian,2018,0.9752471013987714,1,1,1,1
1023,Pei Tong,2018,-0.6857810294289103,0,0,0,0
1024,Peiying,2018,-0.7021361658354639,0,0,0,0
1025,Pioneer,2018,-0.6194208522876467,0,0,0,0
1026,Poi Ching,2018,0.8884962005919599,1,1,1,0
1027,Princess Elizabeth,2018,0.6528586124764816,1,0,0,0
1028,Punggol,2018,0.17830867931918534,0,0,0,0
1029,Punggol Cove,2018,-0.44560267998101316,0,0,0,0
1030,Punggol Green,2018,0.4601277780209958,0,0,0,0
1031,Punggol View,2018,0.24893101842604065,0,0,0,0
1032,Qifa,2018,0.5051203967411948,0,0,0,0
1033,Qihua,2018,-0.648180621143825,0,0,0,0
1034,Queenstown,2018,-0.17880410406892966,0,0,0,0
1035,Radin Mas,2018,0.6726030935719798,1,0,0,0
1036,Raffles Girls',2018,0.726893757831272,1,1,0,0
1037,Red Swastika,2018,0.881794836803319,1,1,1,0
1038,River Valley,2018,0.49906129377533237,0,0,0,0
1039,Riverside,2018,0.3897546247916494,0,0,0,0
1040,Rivervale,2018,0.6100750055182577,1,0,0,0
1041,Rosyth,2018,1.1355812058439108,1,1,1,1
1042,Rulang,2018,0.8370966310110436,1,1,1,0
1043,Sembawang,2018,-0.4930727321341542,0,0,0,0
1044,Seng Kang,2018,-0.7458169770766837,0,0,0,0
1045,Sengkang Green,2018,0.7071935119686995,1,1,0,0
1046,Shuqun,2018,0.4725850362689655,0,0,0,0
1047,Si Ling,2018,-0.7185036819570203,0,0,0,0
1048,Singapore Chinese Girls',2018,0.5748503995148934,0,0,0,0
1049,South View,2018,0.9734530796476439,1,1,1,1
1050,Springdale,2018,-0.19077052681360343,0,0,0,0
1051,St. Andrew's Junior,2018,0.7139198628275207,1,1,0,0
1052,St. Anthony's,2018,0.5301898411154642,0,0,0,0
1053,St. Anthony's Canossian,2018,-0.5496681146432137,0,0,0,0
1054,St. Gabriel's,2018,-0.161684057535245,0,0,0,0
1055,St. Hilda's,2018,1.178709961166504,1,1,1,1
1056,St. Joseph's Institution Junior,2018,0.7593725836798474,1,1,1,0
1057,St. Margaret's,2018,0.3233845964065453,0,0,0,0
1058,St. Stephen's,2018,-0.0602891847940696,0,0,0,0
1060,Tampines,2018,0.42761369622963136,0,0,0,0
1061,Tampines North,2018,-0.6306173470454527,0,0,0,0
1062,Tanjong Katong,2018,-0.3567847772352437,0,0,0,0
1063,Tao Nan,2018,1.0953430885566857,1,1,1,1
1064,Teck Ghee,2018,0.3487565902142616,0,0,0,0
1065,Teck Whye,2018,-0.7774956795569331,0,0,0,0
1066,Telok Kurau,2018,-0.6026516475815267,0,0,0,0
1067,Temasek,2018,0.66048227541539,1,0,0,0
1068,Townsville,2018,-0.7869252642502111,0,0,0,0
1069,Unity,2018,-0.30039913285030934,0,0,0,0
1070,Waterway,2018,-0.44486663103116025,0,0,0,0
1071,Wellington,2018,-0.5285096742126341,0,0,0,0
1072,West Grove,2018,0.47086369147236307,0,0,0,0
1073,West Spring,2018,0.18217729584418682,0,0,0,0
1074,West View,2018,-0.7888903754160259,0,0,0,0
1075,Westwood,2018,0.5824019935480518,1,0,0,0
1076,White Sands,2018,0.5211724606517827,0,0,0,0
1077,Woodgrove,2018,-0.007598410543549792,0,0,0,0
1078,Woodlands,2018,0.16909140849620416,0,0,0,0
1079,Woodlands Ring,2018,-0.6183074650741336,0,0,0,0
1080,Xinghua,2018,-0.784330218664094,0,0,0,0
1081,Xingnan,2018,-0.03394294263043587,0,0,0,0
1082,Xinmin,2018,0.5377868229227483,0,0,0,0
1083,Xishan,2018,-0.7505676124080612,0,0,0,0
1084,Yangzheng,2018,0.6776249624329577,1,1,0,0
1085,Yew Tee,2018,-0.3823925893495223,0,0,0,0
1086,Yio Chu Kang,2018,-0.7171273120984487,0,0,0,0
1087,Yishun,2018,-0.5587338890984551,0,0,0,0
1088,Yu Neng,2018,0.5438820927019469,0,0,0,0
1089,Yuhua,2018,-0.7748809449899962,0,0,0,0
1090,Yumin,2018,-0.48076150833287457,0,0,0,0
1091,Zhangde,2018,0.2738371971588845,0,0,0,0
1092,Zhenghua,2018,-0.580132700996948,0,0,0,0
1093,Zhonghua,2018,-0.8534727765828537,0,0,0,0
1094,Admiralty,2019,0.5551267544357503,1,0,0,0
1095,Ahmad Ibrahim,2019,-0.8855045834869223,0,0,0,0
1096,Ai Tong,2019,0.9263222162507638,1,1,1,1
1097,Alexandra,2019,0.47057295340704536,0,0,0,0
1098,Anchor Green,2019,-0.6194702180265839,0,0,0,0
1099,Anderson,2019,0.5128181624823006,0,0,0,0
1100,Ang Mo Kio,2019,-0.5840067369332059,0,0,0,0
1101,Anglo-Chinese (Junior),2019,0.7125228308243425,1,1,1,0
1102,Anglo-Chinese,2019,0.9283363817616961,1,1,1,1
1103,Angsana,2019,-1.0288122104852437,0,0,0,0
1104,Beacon,2019,-0.6463107194694836,0,0,0,0
1105,Bedok Green,2019,-0.6877674062090686,0,0,0,0
1106,Bendemeer,2019,-0.5543042720239333,0,0,0,0
1107,Blangah Rise,2019,-0.765274634190978,0,0,0,0
1108,Boon Lay Garden,2019,-0.8725828333927418,0,0,0,0
1109,Bukit Panjang,2019,0.49973883424172727,0,0,0,0
1110,Bukit Timah,2019,-0.5141518296262549,0,0,0,0
1111,Bukit View,2019,-0.8514811460211675,0,0,0,0
1112,CHIJ (Katong),2019,-0.561767215560789,0,0,0,0
1113,CHIJ (Kellock),2019,-0.18126706378276783,0,0,0,0
1114,CHIJ (Toa Payoh),2019,0.7483720068947304,1,1,1,0
1115,CHIJ Our Lady Queen of Peace,2019,-0.453813776343433,0,0,0,0
1116,CHIJ Our Lady of Good Counsel,2019,-0.3753685149185113,0,0,0,0
1117,CHIJ Our Lady of the Nativity,2019,0.30882281209939244,0,0,0,0
1118,CHIJ St. Nicholas Girls',2019,1.022505223970589,1,1,1,1
1119,Canberra,2019,0.7259826978717168,1,1,1,0
1120,Canossa Catholic,2019,-0.514630332800327,0,0,0,0
1121,Cantonment,2019,-0.48946741312897885,0,0,0,0
1122,Casuarina,2019,-0.24877465240853283,0,0,0,0
1123,Catholic High,2019,1.2259533882486564,1,1,1,1
1124,Cedar,2019,-0.866283082276643,0,0,0,0
1125,Changkat,2019,-0.5561498525281767,0,0,0,0
1126,Chongfu,2019,0.8268263714106384,1,1,1,1
1127,Chongzheng,2019,0.47941355900946775,0,0,0,0
1128,Chua Chu Kang,2019,0.43789731234441026,0,0,0,0
1129,Clementi,2019,-0.33069756749729845,0,0,0,0
1130,Compassvale,2019,0.4653367012034835,0,0,0,0
1131,Concord,2019,-0.07990957308583053,0,0,0,0
1132,Corporation,2019,-0.6126395334093001,0,0,0,0
1133,Damai,2019,-0.704015771610857,0,0,0,0
1134,Dazhong,2019,-0.6814615142130444,0,0,0,0
1135,De La Salle,2019,-0.018506388721733776,0,0,0,0
1136,East Spring,2019,-0.5161042742839034,0,0,0,0
1137,Edgefield,2019,-0.5819688442913762,0,0,0,0
1138,Elias Park,2019,0.11575876434429343,0,0,0,0
1139,Endeavour,2019,-0.3347997233407651,0,0,0,0
1141,Evergreen,2019,-0.219423789611822,0,0,0,0
1142,Fairfield Methodist,2019,0.7198077323263401,1,1,1,0
1143,Farrer Park,2019,-0.7399286412032876,0,0,0,0
1144,Fengshan,2019,0.10468349544576451,0,0,0,0
1145,Fern Green,2019,-0.39890400372969975,0,0,0,0
1146,Fernvale,2019,-0.5342567397756649,0,0,0,0
1147,First Toa Payoh,2019,-0.9140245865619026,0,0,0,0
1148,Frontier,2019,0.44971190637380476,0,0,0,0
1149,Fuchun,2019,-0.5204216899925982,0,0,0,0
1150,Fuhua,2019,-0.5753857720435555,0,0,0,0
1151,Gan Eng Seng,2019,-0.7585492602012934,0,0,0,0
1152,Geylang Methodist,2019,-0.14442277562810152,0,0,0,0
1153,Gongshang,2019,0.46037670249842905,0,0,0,0
1154,Greendale,2019,-0.8924307584976088,0,0,0,0
1155,Greenridge,2019,-0.5408301532543041,0,0,0,0
1156,Greenwood,2019,-0.22749066047431188,0,0,0,0
1158,Haig Girls',2019,-0.05503943435342358,0,0,0,0
1159,Henry Park,2019,0.7441592189488146,1,1,1,0
1160,Holy Innocents',2019,0.7666746978481214,1,1,1,0
1161,Hong Wen,2019,0.7989668444386946,1,1,1,1
1162,Horizon,2019,0.4268970990554201,0,0,0,0
1163,Hougang,2019,0.4673193730220956,0,0,0,0
1164,Huamin,2019,0.47040231730047055,0,0,0,0
1165,Innova,2019,0.3594925839540522,0,0,0,0
1166,Jiemin,2019,0.09757637097681406,0,0,0,0
1167,Jing Shan,2019,-0.12161489499990352,0,0,0,0
1168,Junyuan,2019,0.11298978102245008,0,0,0,0
1169,Jurong,2019,0.09852208351641405,0,0,0,0
1170,Jurong West,2019,0.2880011509710332,0,0,0,0
1172,Keming,2019,0.607396720113108,1,1,0,0
1173,Kheng Cheng,2019,0.04297228952300741,0,0,0,0
1174,Kong Hwa,2019,0.7420940914044403,1,1,1,0
1175,Kranji,2019,-0.8894668306165416,0,0,0,0
1176,Kuo Chuan Presbyterian,2019,0.5420479149462736,1,0,0,0
1177,Lakeside,2019,0.4432797103260891,0,0,0,0
1178,Lianhua,2019,-0.8175086705888548,0,0,0,0
1179,Maha Bodhi,2019,0.6920170666942657,1,1,0,0
1180,Maris Stella High,2019,0.854036000174484,1,1,1,1
1181,Marsiling,2019,-0.514630332800327,0,0,0,0
1182,Marymount Convent,2019,-0.5958067886693886,0,0,0,0
1183,Mayflower,2019,-0.6947707311904944,0,0,0,0
1184,Mee Toh,2019,0.5498693172526798,1,0,0,0
1185,Meridian,2019,-0.8808589100257704,0,0,0,0
1186,Methodist Girls',2019,0.7786539693031126,1,1,1,1
1187,Montfort Junior,2019,-0.5105371676513797,0,0,0,0
1188,Nan Chiau,2019,0.8883242162781804,1,1,1,1
1189,Nan Hua,2019,1.344872220850983,1,1,1,1
1190,Nanyang,2019,1.1581796628329364,1,1,1,1
1191,Naval Base,2019,-0.46061835267790663,0,0,0,0
1192,New Town,2019,-0.9032885928221117,0,0,0,0
1193,Ngee Ann,2019,0.24722527836353814,0,0,0,0
1194,North Spring,2019,-0.6371388922961888,0,0,0,0
1195,North View,2019,0.09757637097681406,0,0,0,0
1196,North Vista,2019,-0.6789718250328551,0,0,0,0
1197,Northland,2019,0.7107307711717331,1,1,0,0
1198,Northoaks,2019,-0.9476582729188333,0,0,0,0
1199,Oasis,2019,-0.2281846595253082,0,0,0,0
1200,Opera Estate,2019,-0.15998930982648132,0,0,0,0
1201,Palm View,2019,-0.33461194954386064,0,0,0,0
1202,Park View,2019,-0.5388823712848694,0,0,0,0
1203,Pasir Ris,2019,0.5213438798012374,0,0,0,0
1204,Paya Lebar Methodist Girls',2019,0.5347033371733959,0,0,0,0
1205,Pei Chun Public,2019,0.9483364058597157,1,1,1,1
1206,Pei Hwa Presbyterian,2019,1.0552390042592201,1,1,1,1
1207,Pei Tong,2019,-0.8282792629749921,0,0,0,0
1208,Peiying,2019,-0.6831565659449021,0,0,0,0
1209,Pioneer,2019,-0.9389080230383595,0,0,0,0
1210,Poi Ching,2019,0.7003274278693115,1,1,0,0
1211,Princess Elizabeth,2019,0.6654024112013436,1,1,0,0
1212,Punggol,2019,0.2821355808989308,0,0,0,0
1213,Punggol Cove,2019,-0.4199466124962827,0,0,0,0
1214,Punggol Green,2019,0.7111773490812058,1,1,0,0
1215,Punggol View,2019,0.051682706465221225,0,0,0,0
1216,Qifa,2019,0.4423772485521394,0,0,0,0
1217,Qihua,2019,-0.48927100675548263,0,0,0,0
1218,Queenstown,2019,-0.04685924326971664,0,0,0,0
1219,Radin Mas,2019,0.5696306187551226,1,0,0,0
1220,Raffles Girls',2019,0.7163179047888628,1,1,1,0
1221,Red Swastika,2019,0.7874955955211398,1,1,1,1
1222,River Valley,2019,0.5247042311229315,0,0,0,0
1223,Riverside,2019,0.42543320531070483,0,0,0,0
1224,Rivervale,2019,0.4474739509563342,0,0,0,0
1225,Rosyth,2019,1.0971400046261246,1,1,1,1
1226,Rulang,2019,0.8707397713694406,1,1,1,1
1227,Sembawang,2019,-0.43496991578423844,0,0,0,0
1228,Seng Kang,2019,-0.731436366689011,0,0,0,0
1229,Sengkang Green,2019,0.6202341346248753,1,1,0,0
1230,Shuqun,2019,0.6046375319451752,1,1,0,0
1231,Si Ling,2019,-0.7177243114149634,0,0,0,0
1232,Singapore Chinese Girls',2019,0.5481378861811782,1,0,0,0
1233,South View,2019,0.7101640975383035,1,1,0,0
1234,Springdale,2019,-0.2297815472351345,0,0,0,0
1235,St. Andrew's Junior,2019,0.5619581432805867,1,0,0,0
1236,St. Anthony's,2019,0.49111487654220504,0,0,0,0
1237,St. Anthony's Canossian,2019,-0.5729439538755567,0,0,0,0
1238,St. Gabriel's,2019,-0.2095876300569887,0,0,0,0
1239,St. Hilda's,2019,0.7812432543902559,1,1,1,1
1240,St. Joseph's Institution Junior,2019,0.7230335082940867,1,1,1,0
1241,St. Margaret's,2019,0.056452558774248575,0,0,0,0
1242,St. Stephen's,2019,-0.3424779825946308,0,0,0,0
1244,Tampines,2019,0.4186827630780677,0,0,0,0
1245,Tampines North,2019,-0.5654239071838556,0,0,0,0
1246,Tanjong Katong,2019,-0.18936919358614976,0,0,0,0
1247,Tao Nan,2019,1.1170067736245592,1,1,1,1
1248,Teck Ghee,2019,0.27619307041587093,0,0,0,0
1249,Teck Whye,2019,-1.0558962399043645,0,0,0,0
1250,Telok Kurau,2019,-0.6036331439085438,0,0,0,0
1251,Temasek,2019,0.8225052239705889,1,1,1,1
1252,Townsville,2019,-0.6662999827377326,0,0,0,0
1253,Unity,2019,-0.5514477608465155,0,0,0,0
1254,Valour,2019,-0.49152618282783517,0,0,0,0
1255,Waterway,2019,-0.4362555466562396,0,0,0,0
1256,Wellington,2019,-0.4630753559458589,0,0,0,0
1257,West Grove,2019,0.4825284326246147,0,0,0,0
1258,West Spring,2019,0.5936684333524662,1,0,0,0
1259,West View,2019,-0.6382848222739312,0,0,0,0
1260,Westwood,2019,0.5721150893064251,1,0,0,0
1261,White Sands,2019,0.5233436159741646,0,0,0,0
1262,Woodgrove,2019,-0.001716301033092143,0,0,0,0
1263,Woodlands,2019,0.27849355419218774,0,0,0,0
1264,Woodlands Ring,2019,-0.4804230549081644,0,0,0,0
1265,Xinghua,2019,-0.7453157081013181,0,0,0,0
1266,Xingnan,2019,-0.09549229027545249,0,0,0,0
1267,Xinmin,2019,0.4611556943873046,0,0,0,0
1268,Xishan,2019,-0.6644965519274335,0,0,0,0
1269,Yangzheng,2019,0.45253374217545334,0,0,0,0
1270,Yew Tee,2019,-0.3867876903346014,0,0,0,0
1271,Yio Chu Kang,2019,-0.836043060599716,0,0,0,0
1272,Yishun,2019,-0.6386730890356332,0,0,0,0
1273,Yu Neng,2019,0.5428821968749047,1,0,0,0
1274,Yuhua,2019,-0.7704659793179871,0,0,0,0
1275,Yumin,2019,-0.7097707390105272,0,0,0,0
1276,Zhangde,2019,0.08816179995443522,0,0,0,0
1277,Zhenghua,2019,-0.4615121326518438,0,0,0,0
1278,Zhonghua,2019,-0.9286159936023569,0,0,0,0
1279,Admiralty,2020,0.5886177668773735,0,0,0,0
1280,Ahmad Ibrahim,2020,-0.9106235375288456,0,0,0,0
1281,Ai Tong,2020,1.0591543200307503,1,1,1,1
1282,Alexandra,2020,0.5507846514185756,0,0,0,0
1283,Anchor Green,2020,-0.5241452689429394,0,0,0,0
1284,Anderson,2020,0.5845704276393869,0,0,0,0
1285,Ang Mo Kio,2020,-0.7565529708164743,0,0,0,0
1286,Anglo-Chinese (Junior),2020,0.8168719691991991,1,1,1,0
1287,Anglo-Chinese,2020,1.0052593335640658,1,1,1,1
1288,Angsana,2020,-1.03756582637749,0,0,0,0
1289,Beacon,2020,-0.7048481645088395,0,0,0,0
1290,Bedok Green,2020,-0.9298501390084177,0,0,0,0
1291,Bendemeer,2020,-0.6352249247575659,0,0,0,0
1292,Blangah Rise,2020,-1.0070863838709916,0,0,0,0
1293,Boon Lay Garden,2020,-0.836043060599716,0,0,0,0
1294,Bukit Panjang,2020,0.5075133094964344,0,0,0,0
1295,Bukit Timah,2020,-0.519013625531702,0,0,0,0
1296,Bukit View,2020,-0.9329591324667853,0,0,0,0
1297,CHIJ (Katong),2020,-0.4741859460371919,0,0,0,0
1298,CHIJ (Kellock),2020,-0.20150652055339408,0,0,0,0
1299,CHIJ (Toa Payoh),2020,0.7590275623277748,1,1,0,0
1300,CHIJ Our Lady Queen of Peace,2020,-0.4518073781666712,0,0,0,0
1301,CHIJ Our Lady of Good Counsel,2020,-0.1684045622547136,0,0,0,0
1302,CHIJ Our Lady of the Nativity,2020,0.5248777149337129,0,0,0,0
1303,CHIJ St. Nicholas Girls',2020,1.0121597176907575,1,1,1,1
1304,Canberra,2020,0.7552596917481932,1,1,0,0
1305,Canossa Catholic,2020,-0.3836247864852244,0,0,0,0
1306,Cantonment,2020,-0.7550007309873606,0,0,0,0
1307,Casuarina,2020,-0.10046521761149194,0,0,0,0
1308,Catholic High,2020,1.2357387760705647,1,1,1,1
1309,Cedar,2020,-0.7954553606929219,0,0,0,0
1310,Changkat,2020,-0.596610329682442,0,0,0,0
1311,Chongfu,2020,0.8492986676234596,1,1,1,1
1312,Chongzheng,2020,0.5812432543902558,0,0,0,0
1313,Chua Chu Kang,2020,0.5863689799103164,0,0,0,0
1314,Clementi,2020,-0.2716258084646986,0,0,0,0
1315,Compassvale,2020,0.4550475312085994,0,0,0,0
1316,Concord,2020,0.12168604985877962,0,0,0,0
1317,Corporation,2020,-0.6565019861427892,0,0,0,0
1318,Damai,2020,-0.7478670262783335,0,0,0,0
1319,Dazhong,2020,-0.6401834827832272,0,0,0,0
1320,De La Salle,2020,-0.03430204649034177,0,0,0,0
1321,East Spring,2020,-0.5425028264165821,0,0,0,0
1322,Edgefield,2020,-0.5392538331117964,0,0,0,0
1323,Elias Park,2020,0.2880011509710332,0,0,0,0
1324,Endeavour,2020,-0.550832500143401,0,0,0,0
1326,Evergreen,2020,-0.3949312036563979,0,0,0,0
1327,Fairfield Methodist,2020,0.8511061944763972,1,1,1,1
1328,Farrer Park,2020,-0.7931847216694773,0,0,0,0
1329,Fengshan,2020,0.24897665873724953,0,0,0,0
1330,Fern Green,2020,-0.10228715591973457,0,0,0,0
1331,Fernvale,2020,-0.5820866616755048,0,0,0,0
1332,First Toa Payoh,2020,-1.0439586812528527,0,0,0,0
1333,Frontier,2020,0.7214850495174159,1,0,0,0
1334,Fuchun,2020,-0.320160434352752,0,0,0,0
1335,Fuhua,2020,-0.4344816481657086,0,0,0,0
1336,Gan Eng Seng,2020,-0.7339538173655504,0,0,0,0
1337,Geylang Methodist,2020,-0.25327430845727006,0,0,0,0
1338,Gongshang,2020,0.7967821589236381,1,1,0,0
1339,Greendale,2020,-0.7983938279299163,0,0,0,0
1340,Greenridge,2020,-0.6560544547572205,0,0,0,0
1341,Greenwood,2020,-0.28775393684406286,0,0,0,0
1343,Haig Girls',2020,0.14649552941009503,0,0,0,0
1344,Henry Park,2020,1.018926936916793,1,1,1,1
1345,Holy Innocents',2020,0.8103279684663729,1,1,1,0
1346,Hong Wen,2020,0.80133183867264,1,1,1,0
1347,Horizon,2020,0.6212182482806449,0,0,0,0
1348,Hougang,2020,0.5604190769299365,0,0,0,0
1349,Huamin,2020,0.44359677463656794,0,0,0,0
1350,Innova,2020,0.3594925839540522,0,0,0,0
1351,Jiemin,2020,-0.15800093112565375,0,0,0,0
1352,Jing Shan,2020,-0.14252482078639184,0,0,0,0
1353,Junyuan,2020,0.26193506662497373,0,0,0,0
1354,Jurong,2020,0.14156036105016587,0,0,0,0
1355,Jurong West,2020,0.28357351186243324,0,0,0,0
1357,Keming,2020,0.6305338730548916,1,0,0,0
1358,Kheng Cheng,2020,0.10721354053811655,0,0,0,0
1359,Kong Hwa,2020,0.8396481102545652,1,1,1,0
1360,Kranji,2020,-1.1396749619280104,0,0,0,0
1361,Kuo Chuan Presbyterian,2020,0.7248603252647178,1,1,0,0
1362,Lakeside,2020,0.42830165320316793,0,0,0,0
1363,Lianhua,2020,-0.9804810196100383,0,0,0,0
1364,Maha Bodhi,2020,0.8081311814456478,1,1,1,0
1365,Maris Stella High,2020,0.8993096643449885,1,1,1,1
1366,Marsiling,2020,-0.5735325402780006,0,0,0,0
1367,Marymount Convent,2020,-0.625421402229381,0,0,0,0
1368,Mayflower,2020,-0.8104142862089747,0,0,0,0
1369,Mee Toh,2020,0.5951225958025628,0,0,0,0
1370,Meridian,2020,-0.8861378875540231,0,0,0,0
1371,Methodist Girls',2020,0.7352496433527235,1,1,0,0
1372,Montfort Junior,2020,-0.4622868036185738,0,0,0,0
1373,Nan Chiau,2020,0.8397511143771124,1,1,1,0
1374,Nan Hua,2020,1.2477992854364808,1,1,1,1
1375,Nanyang,2020,1.3447029438034932,1,1,1,1
1376,Naval Base,2020,-0.47674302969302057,0,0,0,0
1377,New Town,2020,-0.9857008003698091,0,0,0,0
1378,Ngee Ann,2020,0.30093383570302384,0,0,0,0
1379,North Spring,2020,-0.5961041959833703,0,0,0,0
1380,North View,2020,0.04881331091802236,0,0,0,0
1381,North Vista,2020,-0.5370873110891153,0,0,0,0
1382,Northland,2020,0.8099599708314275,1,1,1,0
1383,Northoaks,2020,-1.3105147122990777,0,0,0,0
1384,Northshore,2020,-0.8147824345305302,0,0,0,0
1385,Oasis,2020,0.015833672854991317,0,0,0,0
1386,Opera Estate,2020,-0.04640984338176255,0,0,0,0
1387,Palm View,2020,-0.3465859250257255,0,0,0,0
1388,Park View,2020,-0.46776878475177397,0,0,0,0
1389,Pasir Ris,2020,0.6676318118745478,1,0,0,0
1390,Paya Lebar Methodist Girls',2020,0.5467813031866231,0,0,0,0
1391,Pei Chun Public,2020,1.0596627563947183,1,1,1,1
1392,Pei Hwa Presbyterian,2020,1.0552390042592201,1,1,1,1
1393,Pei Tong,2020,-0.8500301762394579,0,0,0,0
1394,Peiying,2020,-0.6028601269385399,0,0,0,0
1395,Pioneer,2020,-0.8251134266610226,0,0,0,0
1396,Poi Ching,2020,0.8672130034359291,1,1,1,1
1397,Princess Elizabeth,2020,0.9071774163089928,1,1,1,1
1398,Punggol,2020,0.30450719682551464,0,0,0,0
1399,Punggol Cove,2020,-0.4133901878838382,0,0,0,0
1400,Punggol Green,2020,0.6486569628338742,1,0,0,0
1401,Punggol View,2020,0.16446270487306663,0,0,0,0
1402,Qifa,2020,0.5250290529539404,0,0,0,0
1403,Qihua,2020,-0.5631354370329775,0,0,0,0
1404,Queenstown,2020,0.0995739347349404,0,0,0,0
1405,Radin Mas,2020,0.7396973521561859,1,1,0,0
1406,Raffles Girls',2020,0.848140384768842,1,1,1,0
1407,Red Swastika,2020,0.8312428962061287,1,1,1,0
1408,River Valley,2020,0.6028169172833553,0,0,0,0
1409,Riverside,2020,0.5548496281888824,0,0,0,0
1410,Rivervale,2020,0.4641712600774121,0,0,0,0
1411,Rosyth,2020,1.1469517307705503,1,1,1,1
1412,Rulang,2020,0.8971400046261245,1,1,1,1
1413,Sembawang,2020,-0.22093514536828462,0,0,0,0
1414,Seng Kang,2020,-0.7674595657531954,0,0,0,0
1415,Sengkang Green,2020,0.7327303899822046,1,1,0,0
1416,Shuqun,2020,0.6955104395501644,1,0,0,0
1417,Si Ling,2020,-0.9977269100165613,0,0,0,0
1418,Singapore Chinese Girls',2020,0.8004910343616369,1,1,0,0
1419,South View,2020,0.8482983558625786,1,1,1,1
1420,Springdale,2020,0.0026512338752525118,0,0,0,0
1421,St. Andrew's Junior,2020,0.5372696206845777,0,0,0,0
1422,St. Anthony's,2020,0.6645541351366827,1,0,0,0
1423,St. Anthony's Canossian,2020,-0.7381830086739138,0,0,0,0
1424,St. Gabriel's,2020,-0.0059396882350859,0,0,0,0
1425,St. Hilda's,2020,1.1143245934334638,1,1,1,1
1426,St. Joseph's Institution Junior,2020,0.7138850205138128,1,0,0,0
1427,St. Margaret's,2020,0.1332619773101195,0,0,0,0
1428,St. Stephen's,2020,-0.545175908067768,0,0,0,0
1430,Tampines,2020,0.4537138238060078,0,0,0,0
1431,Tampines North,2020,-0.5556354399650107,0,0,0,0
1432,Tanjong Katong,2020,0.002238659372313846,0,0,0,0
1433,Tao Nan,2020,1.3491828800112224,1,1,1,1
1434,Teck Ghee,2020,0.48165760519993445,0,0,0,0
